Unnamed: 0,id,number,name,japanese_name,type1,type2,joined,favorite,classification,weight_kg,weight_lbs,height_m,height_ft,md_ability,md_evolution_chain,md_body_size,md_friend_area,md_get_rate,md_location,rg_browser_no,rg_location,rg_pkmn_assist,rg_type_group,rg_field_ability,tz_get_rate,tz_location,evo1,evo1how,evo2,evo2how,evo3,md_base_exp,md_base_stats,md_gummies,md_levelup_stats,md_recruit_min_level,md_location_big,md_quotes
168,id_169,#169,Crobat,Crobatクロバット,poison,flying,False,False,Bat Pokémon,75.0 kg,165.3 lbs,1.8 m,5'11,Inner Focus,041 --> Lv. 22 --> 042 --> IQ(5) --> 169,*,Echo Cave,-,Evolve Golbat,R-060,Panulla Cave (requires Burn x 3),Poison,None,Poison,Rare,Secret Storage 4 Mr. Who's Den,Zubat,Lv. 22,Golbat,IQ(5),Crobat,80,25/19/25/19,"Pink (10), Sky (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 55, 25, 19, 25, 19, 0], [10, 90, 43, 35, 44, 37, 7000], [20, 118, 53, 41, 49, 41, 40000], [30, 144, 65, 54, 56, 53, 140000], [40, 167, 74, 61, 66, 61, 390000], [50, 177, 79, 66, 71, 66, 690000], [60, 182, 84, 71, 76, 70, 1080000], [70, 192, 85, 71, 85, 70, 1480000], [80, 202, 94, 71, 86, 70, 1880000], [90, 212, 95, 71, 96, 70, 2280000], [100, 222, 105, 71, 106, 70, 2680000]]",[-/-],Evolves From: Golbat at 5 Stars IQ---,Normal:   I'll give you a demonstration of silent and quick precision---flying!---50% HP:   I've lost around half my HP.---25% HP:   It's grim... I don't have the energy to flap my wings...---Lvl Up:   Yeah! I've leveled up! Let me handle things!---
169,id_170,#170,Chinchou,Chonchieチョンチー,water,electric,False,False,Angler Pokémon,12.0 kg,26.0 lbs,0.5 m,1'08,Volt Absorb & Illuminate,170 --> Lv. 27 --> 171,*,Deep-Sea Floor,8.7 %,Silver Trench 70F-79F,R---,Chinchou is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 12 Endless Level 9 Trozei Battle Mr. Who's Den,Chinchou,Lv. 27,Lanturn,,,50,10/8/10/8,"Blue (10), Yellow (11)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 30, 10, 8, 10, 8, 0], [10, 75, 27, 21, 27, 21, 7810], [20, 105, 45, 31, 44, 34, 98810], [30, 130, 55, 41, 54, 44, 319810], [40, 140, 60, 44, 58, 47, 619810], [50, 150, 65, 48, 61, 50, 919810], [60, 155, 70, 51, 65, 53, 1219810], [70, 165, 71, 51, 74, 53, 1519810], [80, 175, 80, 51, 75, 53, 1819810], [90, 185, 81, 51, 85, 53, 2119810], [100, 195, 91, 51, 95, 53, 2419810]]",[L 1/L 1],Recruit at:   L35 in Silver Trench (Floors 70-79)---,Normal:   Want me to light you up from behind?---50% HP:   What's up? Why's my health half gone?---25% HP:   I'm beat... My lamps are growing dim...---Lvl Up:   I leveled up! I think.---
170,id_171,#171,Lanturn,Lanternランターン,water,electric,False,False,Light Pokémon,22.5 kg,50.0 lbs,1.2 m,3'11,Volt Absorb & Illuminate,170 --> Lv. 27 --> 171,*,Deep-Sea Floor,-,Evolve Chinchou,R---,Lanturn is not in Pokémon Ranger,-,-,-,Rare,Secret Storage 13 Mr. Who's Den,Chinchou,Lv. 27,Lanturn,,,80,11/9/12/9,"Blue (10), Yellow (11)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 40, 11, 9, 12, 9, 0], [10, 85, 28, 23, 29, 22, 7810], [20, 115, 47, 33, 45, 35, 98810], [30, 140, 57, 43, 55, 45, 319810], [40, 150, 62, 46, 59, 48, 619810], [50, 160, 67, 50, 62, 51, 919810], [60, 165, 72, 53, 66, 54, 1219810], [70, 175, 73, 53, 76, 54, 1519810], [80, 185, 83, 53, 86, 54, 1819810], [90, 195, 93, 53, 96, 54, 2119810], [100, 205, 103, 53, 106, 54, 2419810]]",[-/-],Evolves From: Chinchou at L27---,"Normal:   Am I too bright? Sorry, sorry.---50% HP:   I'm getting down to about half HP now.---25% HP:   That's it... I can't light my lamps anymore...---Lvl Up:   Leveled up! My lamps blaze even brighter!---"
171,id_172,#172,Pichu,Pichuピチュー,electric,,False,False,Tiny Mouse Pokémon,2.0 kg,4.0 lbs,0.3 m,1'00,Static,172 --> IQ(6) --> 025 --> Thunder Stone --> 026,*,Energetic Forest,5.1 %,Joyous Tower 3F-6F,R-022,Everywhere,Electric,Charge,Electric,Rare,Huge Storage 1 Trozei Battle Mr. Who's Den,Pichu,IQ(6),Pikachu,Thunder Stone,Raichu,6,8/8/8/8,Yellow (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 25, 8, 8, 8, 8, 0], [10, 30, 26, 23, 26, 23, 650], [20, 35, 43, 40, 43, 39, 41815], [30, 40, 59, 53, 60, 52, 101815], [40, 45, 76, 65, 76, 65, 209815], [50, 50, 92, 65, 92, 72, 476815], [60, 55, 102, 74, 102, 72, 1076815], [70, 65, 105, 74, 112, 72, 1676815], [80, 75, 112, 74, 115, 72, 2276815], [90, 84, 115, 74, 122, 72, 2876815], [100, 84, 122, 74, 132, 72, 3476815]]",[L 1/L 1],Recruit at:   L 1 in Joyous Tower (Floors  3- 6)---This Pokemon is only fought in Lv1 Dungeons.---,"Normal:   I can't store electricity very well yet!---50% HP:   Oh, no! I only have half my HP!---25% HP:   I can't keep going! All my electricity is leaking away...---Lvl Up:   I leveled up! Yay, happy!---"
172,id_173,#173,Cleffa,Pyピィ,normal,,False,False,Star Shape Pokémon,3.0 kg,6.6 lbs,0.3 m,1'00,Cute Charm,173 --> IQ(6) --> 035 --> Moon Stone --> 036,*,Mt. Moonview,13.1 %,Wish Cave 1F-4F,R---,Cleffa is not in Pokémon Ranger,-,-,-,Rare,Endless Level 1 Pair Trozei Forever Level 50 Mr. Who's Den,Cleffa,IQ(6),Clefairy,Moon Stone,Clefable,12,3/2/2/2,White (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 11, 3, 2, 2, 2, 0], [10, 16, 7, 5, 5, 5, 7260], [20, 21, 12, 9, 8, 8, 35260], [30, 26, 17, 12, 11, 12, 120260], [40, 31, 22, 15, 15, 15, 370260], [50, 36, 27, 19, 18, 18, 790260], [60, 41, 32, 22, 22, 21, 1390260], [70, 51, 33, 22, 31, 21, 1990260], [80, 61, 42, 22, 32, 21, 2590260], [90, 71, 43, 22, 42, 21, 3190260], [100, 81, 53, 22, 52, 21, 3790260]]",[L 1/L 1],Recruit at:   L 1 in Wish Cave (Floors  1- 4)---This Pokemon is only fought in Lv1 Dungeons.---,"Normal:   The stars in the sky are where I came from!---50% HP:   Oh, no! I lost about half my HP already!---25% HP:   I can't go on like this... I want to go back to the stars...---Lvl Up:   Yay! See? I leveled up!---"
173,id_174,#174,Igglybuff,Pupurinププリン,normal,,False,False,Balloon Pokémon,1.0 kg,2.0 lbs,0.3 m,1'00,Cute Charm,174 --> IQ(6) --> 039 --> Moon Stone --> 040,*,Sky Blue Plains,11.3 %,"Western Cave 10F-13F, Joyous Tower 40F-46F",R---,Igglybuff is not in Pokémon Ranger,-,-,-,Rare,Endless Level 67 Pair Trozei Forever Level 17 Mr. Who's Den,Igglybuff,IQ(6),Jigglypuff,Moon Stone,Wigglytuff,15,10/9/8/8,White (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 25, 10, 9, 8, 8, 0], [10, 30, 14, 12, 11, 11, 2446], [20, 55, 31, 29, 27, 28, 18000], [30, 92, 47, 42, 50, 43, 115000], [40, 110, 52, 45, 54, 47, 395000], [50, 115, 57, 49, 57, 50, 695000], [60, 120, 62, 52, 61, 53, 1095000], [70, 130, 63, 52, 70, 53, 1495000], [80, 140, 72, 52, 71, 53, 1895000], [90, 150, 73, 52, 81, 53, 2295000], [100, 160, 83, 52, 91, 53, 2695000]]",[L 1/L 1],Recruit at:   L35 in Western Cave (Floors 10-13)---L15 in Joyous Tower (Floors 40-46)---,"Normal:   If I start rolling, I can't stop! Please, help me if I do!---50% HP:   Aww! Half my HP is lost already?---25% HP:   Can't take any more... I can't even roll...---Lvl Up:   Oh, yay! My level went up!---"
174,id_175,#175,Togepi,Togepyトゲピー,normal,,False,False,Spike Ball Pokémon,1.5 kg,3.3 lbs,0.3 m,1'00,Hustle & Serene Grace,175 --> IQ(5) --> 176,*,Flyaway Forest,7.9 %,Wish Cave 5F-10F,R---,Togepi is not in Pokémon Ranger,-,-,-,Rare,Endless Level 1 Endless Level 5 Forever Level 50 Mr. Who's Den,Togepi,IQ(5),Togetic,,,20,10/7/9/7,White (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 18, 10, 7, 9, 7, 0], [10, 23, 14, 10, 12, 10, 7540], [20, 28, 19, 14, 15, 13, 30000], [30, 33, 24, 17, 18, 17, 210000], [40, 38, 29, 20, 22, 20, 510000], [50, 43, 34, 24, 25, 23, 810000], [60, 48, 39, 27, 29, 26, 1110000], [70, 58, 40, 27, 38, 26, 1410000], [80, 68, 49, 27, 39, 26, 1710000], [90, 78, 50, 27, 49, 26, 2010000], [100, 88, 60, 27, 59, 26, 2310000]]",[L 1/L 1],Recruit at:   L 7 in Wish Cave (Floors  5-10)---This Pokemon is only fought in Lv1 Dungeons.---,"Normal:   I want to make everyone happy!---50% HP:   Uh-oh... My HP is down to half.---25% HP:   Sorry, no more... I can't move...---Lvl Up:   OK! There goes my level!---"
175,id_176,#176,Togetic,Togechickトゲチック,normal,flying,False,False,Happiness Pokémon,3.2 kg,7.1 lbs,0.6 m,2'00,Hustle & Serene Grace,175 --> IQ(5) --> 176,*,Flyaway Forest,-,Evolve Togepi,R---,Togetic is not in Pokémon Ranger,-,-,-,Rare,Endless Level 3 Pair Trozei Forever Level 52 Mr. Who's Den,Togepi,IQ(5),Togetic,,,18,11/8/12/8,"White (10), Sky (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 35, 11, 8, 12, 8, 0], [10, 69, 35, 26, 36, 26, 10000], [20, 95, 50, 43, 48, 41, 60000], [30, 103, 57, 46, 52, 45, 230000], [40, 108, 62, 49, 56, 48, 530000], [50, 113, 67, 53, 59, 51, 830000], [60, 118, 72, 56, 63, 54, 1130000], [70, 128, 73, 56, 73, 54, 1430000], [80, 138, 83, 56, 83, 54, 1730000], [90, 148, 93, 56, 93, 54, 2030000], [100, 158, 103, 56, 103, 54, 2330000]]",[-/-],Evolves From: Togepi at 5 Stars IQ---,"Normal:   Your compassion becomes your power!---50% HP:   About half my health is gone.---25% HP:   It's no good... Even the power of happiness won't reach me...---Lvl Up:   Oh, yes! I've leveled up!---"
176,id_177,#177,Natu,Natyネイティ,psychic,flying,False,False,Little Bird Pokémon,2.0 kg,4.0 lbs,0.2 m,0'08,Synchronize & Early Bird,177 --> Lv. 25 --> 178,*,Flyaway Forest,9.4 %,"Wish Cave 13F-17F, Solar Cave 1F-5F",R---,Natu is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 1 Huge Storage 2 Endless Level 3 Mr. Who's Den,Natu,Lv. 25,Xatu,,,6,9/9/9/9,"Gold (10), Sky (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 30, 9, 9, 9, 9, 0], [10, 44, 20, 20, 19, 17, 6900], [20, 90, 55, 38, 55, 38, 85900], [30, 95, 60, 41, 58, 42, 195900], [40, 100, 65, 44, 62, 45, 455900], [50, 105, 70, 48, 65, 48, 755900], [60, 110, 75, 51, 69, 51, 1055900], [70, 120, 76, 51, 78, 51, 1355900], [80, 130, 85, 51, 79, 51, 1655900], [90, 140, 86, 51, 89, 51, 2105900], [100, 150, 96, 51, 99, 51, 2705900]]",[L 1/L 1],Recruit at:   L 8 in Wish Cave (Floors 13-17)---L20 in Solar Cave (Floors  1- 5)---,Normal:   What is captured within my affixed stare?---50% HP:   This won't do... I've only half my HP left.---25% HP:   I feel faint... My eyes grow weary and dim...---Lvl Up:   Leveled up! I see the future with better clarity!---
177,id_178,#178,Xatu,Natioネイティオ,psychic,flying,False,False,Mystic Pokémon,15.0 kg,33.0 lbs,1.5 m,4'11,Synchronize & Early Bird,177 --> Lv. 25 --> 178,*,Flyaway Forest,-,Evolve Natu,R---,Xatu is not in Pokémon Ranger,-,-,-,Rare,Secret Storage 5 Mr. Who's Den,Natu,Lv. 25,Xatu,,,45,11/11/11/11,"Gold (10), Sky (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 35, 11, 11, 11, 11, 0], [10, 62, 34, 23, 28, 23, 6900], [20, 88, 49, 33, 45, 33, 85900], [30, 98, 59, 43, 61, 43, 195900], [40, 108, 64, 46, 78, 46, 455900], [50, 118, 69, 50, 95, 49, 755900], [60, 123, 74, 53, 111, 52, 1055900], [70, 133, 75, 53, 121, 52, 1355900], [80, 143, 85, 53, 131, 52, 1655900], [90, 153, 95, 53, 141, 52, 1955900], [100, 163, 105, 53, 151, 52, 2255900]]",[-/-],Evolves From: Natu at L25---,"Normal:   All the yesterdays, today, and all tomorrows--they are as one!---50% HP:   Matters are grave... My health has fallen to half.---25% HP:   I am numb... I can see neither past nor future...---Lvl Up:   Leveled up! However... All levels are connected as one!---"
178,id_179,#179,Mareep,Merriepメリープ,electric,,False,False,Wool Pokémon,7.8 kg,17.2 lbs,0.6 m,2'00,Static,179 --> Lv. 15 --> 180 --> Lv. 30 --> 181,*,Thunder Meadow,11.9 %,Lightning Field 1F-5F,R---,Mareep is not in Pokémon Ranger,-,-,-,Normal,Huge Storage 5 Mr. Who's Den,Mareep,Lv. 15,Flaaffy,Lv. 30,Ampharos,50,15/13/20/15,Yellow (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 33, 15, 13, 20, 15, 0], [10, 69, 37, 31, 38, 25, 20000], [20, 109, 48, 40, 49, 40, 110000], [30, 127, 58, 44, 59, 44, 230000], [40, 137, 67, 50, 69, 51, 520000], [50, 142, 72, 55, 79, 56, 820000], [60, 147, 77, 60, 89, 60, 1120000], [70, 157, 78, 60, 98, 60, 1420000], [80, 167, 87, 60, 99, 60, 1990000], [90, 177, 88, 60, 109, 60, 2590000], [100, 187, 98, 60, 119, 60, 3190000]]",[L 1/L 1],Recruit at:   L28 in Lightning Field (Floors  1- 5)---,Normal:   I'm fluffy and warm!---50% HP:   Oh? Half my HP is gone so soon?---25% HP:   I can't take any more... I'm about to shed...---Lvl Up:   I gained a level! My fleece turned fluffier!---
179,id_180,#180,Flaaffy,Mokokoモココ,electric,,False,False,Wool Pokémon,13.3 kg,29.3 lbs,0.8 m,2'07,Static,179 --> Lv. 15 --> 180 --> Lv. 30 --> 181,*,Thunder Meadow,-19 %,Lightning Field 7F-13F,R---,Flaaffy is not in Pokémon Ranger,-,-,-,Rare,Endless Level 53 Endless Level 64 Forever Level 3 Mr. Who's Den,Mareep,Lv. 15,Flaaffy,Lv. 30,Ampharos,55,15/15/22/18,Yellow (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 35, 15, 15, 22, 18, 0], [10, 78, 35, 28, 38, 31, 20000], [20, 111, 48, 40, 48, 40, 110000], [30, 135, 58, 44, 58, 44, 230000], [40, 145, 67, 50, 68, 51, 520000], [50, 150, 72, 55, 78, 56, 820000], [60, 155, 78, 61, 88, 60, 1120000], [70, 163, 79, 61, 98, 60, 1420000], [80, 173, 89, 61, 102, 60, 1750000], [90, 183, 92, 61, 112, 60, 2150000], [100, 193, 102, 61, 122, 60, 2550000]]",[L90/L50],Evolves From: Mareep at L15---Recruit at:   L30 in Lightning Field (Floors  7-13)---,"Normal:   My body doesn't conduct electricity!---50% HP:   Listen, my HP's been cut to half.---25% HP:   I'm shorting out... I'm losing electricity fast...---Lvl Up:   Yahoo! I leveled up! I'm happy for me!---"
180,id_181,#181,Ampharos,Denryuデンリュウ,electric,,False,False,Light Pokémon,61.5 kg,135.6 lbs,1.4 m,4'07,Static,179 --> Lv. 15 --> 180 --> Lv. 30 --> 181,*,Thunder Meadow,-,Evolve Flaaffy,R---,Ampharos is not in Pokémon Ranger,-,-,-,Rare,Endless Level 10 Pair Trozei Forever Level 5 Mr. Who's Den,Mareep,Lv. 15,Flaaffy,Lv. 30,Ampharos,40,17/11/15/11,Yellow (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 45, 17, 11, 15, 11, 0], [10, 54, 24, 16, 24, 16, 12800], [20, 86, 45, 31, 40, 29, 54800], [30, 136, 55, 43, 55, 44, 278000], [40, 152, 64, 49, 65, 51, 578000], [50, 157, 69, 54, 75, 56, 878000], [60, 162, 74, 59, 85, 60, 1178000], [70, 172, 75, 59, 95, 60, 1478000], [80, 182, 85, 59, 105, 60, 1778000], [90, 192, 95, 59, 115, 60, 2078000], [100, 202, 105, 59, 125, 60, 2378000]]",[-/-],Evolves From: Flaaffy at L30---,"Normal:   If you get lost, you can use me as a beacon!---50% HP:   This worries me. My health has slid to about half.---25% HP:   I'm close to falling... My taillight's almost burned out...---Lvl Up:   I leveled up! My taillight burns brighter, too!---"
181,id_182,#182,Bellossom,Kireihanaキレイハナ,grass,,False,False,Flower Pokémon,5.8 kg,13.0 lbs,0.4 m,1'04,Chlorophyll,043 --> Lv. 21 --> 044 --> Sun Stone --> 182,*,Jungle,-,Evolve Gloom,R---,Bellossom is not in Pokémon Ranger,-,-,-,Rare,Phobos Train Mr. Who's Den,Oddish,Lv. 21,Gloom,Sun Stone,Bellossom,15,8/6/7/9,Grass (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 30, 8, 6, 7, 9, 0], [10, 48, 17, 15, 22, 18, 4805], [20, 91, 37, 34, 42, 35, 87045], [30, 115, 53, 45, 58, 47, 352045], [40, 125, 58, 48, 68, 50, 652045], [50, 135, 63, 52, 78, 53, 952045], [60, 140, 68, 55, 88, 56, 1252045], [70, 150, 69, 55, 97, 56, 1552045], [80, 160, 78, 55, 97, 56, 1852045], [90, 170, 79, 55, 97, 56, 2152045], [100, 180, 89, 55, 97, 56, 2452045]]",[-/-],Evolves From: Gloom using Sun Stone---,"Normal:   My dancing soothes everyone!---50% HP:   What shall I do? I've lost half my HP.---25% HP:   I'm so sorry... I can't dance, I'm so beaten down...---Lvl Up:   Oh, yes! Leveled up! I'll dance more and more!---"
182,id_183,#183,Marill,Marilマリル,water,,False,False,Aquamouse Pokémon,8.5 kg,18.0 lbs,0.4 m,1'04,Thick Fat & Huge Power,298 --> IQ(6) --> 183 --> Lv. 18 --> 184,*,Turtleshell Pond,-19 %,Wish Cave 4F-6F,R---,Marill is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 5 Secret Storage 11 Endless Level 2 Mr. Who's Den,Azurill,IQ(6),Marill,Lv. 18,Azumarill,30,7/7/7/7,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 25, 7, 7, 7, 7, 0], [10, 30, 11, 10, 10, 10, 7850], [20, 35, 16, 14, 13, 13, 23000], [30, 40, 21, 17, 16, 17, 100000], [40, 45, 26, 20, 20, 20, 400000], [50, 50, 31, 24, 23, 23, 700000], [60, 55, 36, 27, 27, 26, 1270000], [70, 65, 37, 27, 36, 26, 1870000], [80, 75, 46, 27, 37, 26, 2470000], [90, 85, 47, 27, 47, 26, 3070000], [100, 95, 57, 27, 57, 26, 3670000]]",[L90/L50],"Evolves From: Azurill at 6 Stars IQ---Recruit at:   L 8 in Wish Cave (Floors  4- 6)---This Pokemon is only fought in Lv1 Dungeons.  Because of the low---Recruit Rate, it is highly recommended that you earn this Pokemon---through evolution.---","Normal:   This tail acts like a float.---50% HP:   Oh, wow! My HP's been taken down to half already?---25% HP:   I can't keep going... I'm almost out of HP...---Lvl Up:   Yay! Check it out! I leveled up!---"
183,id_184,#184,Azumarill,Marilliマリルリ,water,,False,False,Aquarabbit Pokémon,28.5 kg,63.0 lbs,0.8 m,2'07,Thick Fat & Huge Power,298 --> IQ(6) --> 183 --> Lv. 18 --> 184,*,Turtleshell Pond,-,Evolve Marill,R---,Azumarill is not in Pokémon Ranger,-,-,-,Rare,Secret Storage 12 Mr. Who's Den,Azurill,IQ(6),Marill,Lv. 18,Azumarill,60,8/8/8/8,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 35, 8, 8, 8, 8, 0], [10, 71, 22, 22, 23, 22, 35300], [20, 111, 42, 36, 42, 36, 175500], [30, 131, 57, 46, 57, 46, 475500], [40, 141, 62, 49, 61, 49, 775500], [50, 151, 67, 53, 64, 52, 1075500], [60, 156, 72, 56, 68, 55, 1375500], [70, 166, 73, 56, 78, 55, 1675500], [80, 176, 83, 56, 88, 55, 1975500], [90, 186, 93, 56, 98, 55, 2275500], [100, 196, 103, 56, 108, 55, 2575500]]",[-/-],Evolves From: Marill at L18---,Normal:   My ears can pick up the sound of a pin dropping far away!---50% HP:   Why is my health down to half already?---25% HP:   I'm falling... My ears are failing me...---Lvl Up:   Yep! There's my level! I'll pick up the pace!---
184,id_185,#185,Sudowoodo,Usokkieウソッキー,rock,,False,False,Imitation Pokémon,38.0 kg,83.8 lbs,1.2 m,3'11,Rock Head & Sturdy,No Evolution,*,Overgrown Forest,10.4 %,Sinister Woods 1F-4F,R---,Sudowoodo is not in Pokémon Ranger,-,-,-,Rare,Secret Storage 4 Trozei Battle Mr. Who's Den,No Evolution,,,,,48,14/7/14/7,Grey (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 23, 14, 7, 14, 7, 0], [10, 41, 22, 17, 24, 15, 970], [20, 61, 32, 27, 34, 25, 25810], [30, 81, 42, 37, 44, 35, 100810], [40, 101, 52, 47, 54, 45, 260810], [50, 121, 62, 57, 64, 55, 560810], [60, 140, 72, 65, 73, 65, 860810], [70, 150, 73, 65, 82, 65, 1460810], [80, 160, 82, 65, 83, 65, 2060810], [90, 170, 83, 65, 93, 65, 2660810], [100, 180, 93, 65, 103, 65, 3260810]]",[L 1/L 1],Recruit at:   L 7 in Sinister Woods (Floors  1- 4)---,"Normal:   I'm not a liar. I'm just a very good mimic!---50% HP:   Oh, oh, oh? I have only half my HP left.---25% HP:   It's over... I don't have the energy to mimic anyone.---Lvl Up:   I leveled up! And that's no lie!---"
185,id_186,#186,Politoed,Nyorotonoニョロトノ,water,,False,False,Frog Pokémon,33.9 kg,74.7 lbs,1.1 m,3'07,Damp & Water Absorb,060 --> Lv. 25 --> 061 --> Link Cable + King's Rock --> 186,*,Tadpole Pond,-,Evolve Poliwhirl,R-055,Only During Missions,Water,Water x 3,Water,Rare,Endless Level 61 Pair Trozei Forever Level 11 Mr. Who's Den,Poliwag,Lv. 25,Poliwhirl,Link Cable + King's Rock,Politoed,99,9/8/10/11,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 45, 9, 8, 10, 11, 0], [10, 80, 28, 22, 26, 24, 20000], [20, 110, 48, 32, 43, 34, 120000], [30, 139, 58, 42, 59, 44, 400000], [40, 151, 63, 45, 76, 47, 700000], [50, 161, 68, 49, 93, 50, 1000000], [60, 166, 73, 52, 109, 53, 1300000], [70, 176, 74, 52, 118, 53, 1600000], [80, 186, 83, 52, 119, 53, 1900000], [90, 196, 84, 52, 129, 53, 2200000], [100, 206, 94, 52, 139, 53, 2500000]]",[-/-],Evolves From: Poliwhirl using King's Rock and Link Cable---,"Normal:   I like to sing in a big chorus for a good time~o/~---50% HP:   Already~o/~ Half my HP~o/~ Has gone away~o/~---From me-ee-ee-eeh~o/~---25% HP:   I'm gonna croak... Because I can't sing anymore...---Lvl Up:   Level uh-uh-uh-up~o/~ My singing skills went up, lalalalala~o/~---"
186,id_187,#187,Hoppip,Haneccoハネッコ,grass,flying,False,False,Cottonweed Pokémon,0.5 kg,1.1 lbs,0.4 m,1'04,Chlorophyll,187 --> Lv. 18 --> 188 --> Lv. 27 --> 189,*,Beau Plains,8.5 %,"Pitfall Valley 4F-8F, Remains Island B5-B8",R-010,Lila Forest,Grass,None,Grass,Normal,Endless Level 15 Endless Level 31 Forever Level 15 Mr. Who's Den,Hoppip,Lv. 18,Skiploom,Lv. 27,Jumpluff,15,8/3/8/3,"Grass (9), Sky (11)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 24, 8, 3, 8, 3, 0], [10, 42, 22, 13, 22, 13, 1270], [20, 76, 43, 29, 42, 29, 51810], [30, 97, 49, 38, 48, 38, 205010], [40, 107, 58, 42, 53, 43, 405010], [50, 112, 63, 47, 58, 48, 705010], [60, 117, 68, 52, 63, 52, 1005010], [70, 127, 69, 52, 72, 52, 1305010], [80, 137, 78, 52, 73, 52, 1605010], [90, 147, 79, 52, 83, 52, 2205010], [100, 157, 89, 52, 93, 52, 2805010]]",[L 1/L 1],Recruit at:   L 8 in Pitfall Valley (Floors  4- 8)---,Normal:   All I do is get blown by the wind~o/~---50% HP:   My health is down by half...---25% HP:   I can't hold on... Even a breeze will send me flying...---Lvl Up:   There! I've leveled! Can I resist wind any better?---
187,id_188,#188,Skiploom,Popoccoポポッコ,grass,flying,False,False,Cottonweed Pokémon,1.0 kg,2.2 lbs,0.6 m,2'00,Chlorophyll,187 --> Lv. 18 --> 188 --> Lv. 27 --> 189,*,Beau Plains,-19 %,"Great Canyon 1F-3F, Pitfall Valley 15F-20F, Joyous Tower 42F-46F, Remains Island B15-B20",R---,Skiploom is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 10 Secret Storage 20 Endless Level 2 Mr. Who's Den,Hoppip,Lv. 18,Skiploom,Lv. 27,Jumpluff,25,8/3/8/3,"Grass (9), Sky (11)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 26, 8, 3, 8, 3, 0], [10, 44, 22, 13, 22, 13, 1270], [20, 78, 45, 29, 44, 29, 51810], [30, 98, 50, 39, 49, 39, 205010], [40, 108, 59, 43, 54, 44, 405010], [50, 113, 64, 48, 59, 49, 705010], [60, 118, 69, 53, 64, 53, 1005010], [70, 128, 70, 53, 73, 53, 1305010], [80, 138, 79, 53, 74, 53, 1605010], [90, 148, 80, 53, 84, 53, 2205010], [100, 158, 90, 53, 94, 53, 2805010]]",[L90/L50],Evolves From: Hoppip at L18---Recruit at:   L13 in Great Canyon (Floors  1- 3)---L25 in Pitfall Valley (Floors 15-20)---L13 in Joyous Tower (Floors 42-46)---,"Normal:   It feels fabulous to float in the sky!---50% HP:   My HP is down to half.---25% HP:   Please, help... I can barely stay afloat...---Lvl Up:   My level went up! I'll try to float higher up!---"
